source,source_job_id,title,company,location,salary_text,salary_min,salary_max,date_posted,date_scraped,url,description_snippet
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-05-11,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-05-18,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-0-4510,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-03-20,2026-05-25,https://example-jobboard.test/job/BRIG-0-0-4510,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-1-1887,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-05-30,2026-05-30,https://example-jobboard.test/job/BRIG-0-1-1887,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-1-1887,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-05-30,2026-06-03,https://example-jobboard.test/job/BRIG-0-1-1887,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-1-1887,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-05-30,2026-06-10,https://example-jobboard.test/job/BRIG-0-1-1887,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-0-1-1887,Business Analyst,BrightPath Consulting,Remote,"$75,000 - $171,600",75000,171600.0,2026-05-30,2026-06-16,https://example-jobboard.test/job/BRIG-0-1-1887,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-0-1828,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-03-22,2026-03-22,https://example-jobboard.test/job/BRIG-1-0-1828,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-0-1828,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-03-22,2026-03-26,https://example-jobboard.test/job/BRIG-1-0-1828,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-0-1828,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-03-22,2026-03-31,https://example-jobboard.test/job/BRIG-1-0-1828,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-0-1828,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-03-22,2026-04-05,https://example-jobboard.test/job/BRIG-1-0-1828,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-0-1828,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-03-22,2026-04-12,https://example-jobboard.test/job/BRIG-1-0-1828,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-0-1828,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-03-22,2026-04-19,https://example-jobboard.test/job/BRIG-1-0-1828,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-0-1828,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-03-22,2026-04-26,https://example-jobboard.test/job/BRIG-1-0-1828,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-1-7570,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-05-08,2026-05-08,https://example-jobboard.test/job/BRIG-1-1-7570,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-1-7570,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-05-08,2026-05-13,https://example-jobboard.test/job/BRIG-1-1-7570,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-1-7570,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-05-08,2026-05-20,https://example-jobboard.test/job/BRIG-1-1-7570,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-1-7570,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-05-08,2026-05-24,https://example-jobboard.test/job/BRIG-1-1-7570,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-1-7570,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-05-08,2026-05-31,https://example-jobboard.test/job/BRIG-1-1-7570,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-1-7570,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-05-08,2026-06-06,https://example-jobboard.test/job/BRIG-1-1-7570,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,BRIG-1-1-7570,Business Intelligence Analyst,BrightPath Consulting,"New York, NY","$61,000 - $145,300",61000,145300.0,2026-05-08,2026-06-13,https://example-jobboard.test/job/BRIG-1-1-7570,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,CONT-0-0-9883,Product Analyst,Continental Freight Co.,"San Francisco, CA","$72,000 - $87,900",72000,87900.0,2026-03-19,2026-03-19,https://example-jobboard.test/job/CONT-0-0-9883,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,CONT-0-0-9883,Product Analyst,Continental Freight Co.,"San Francisco, CA","$72,000 - $87,900",72000,87900.0,2026-03-19,2026-03-25,https://example-jobboard.test/job/CONT-0-0-9883,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,CONT-0-0-9883,Product Analyst,Continental Freight Co.,"San Francisco, CA","$72,000 - $87,900",72000,87900.0,2026-03-19,2026-03-29,https://example-jobboard.test/job/CONT-0-0-9883,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,CONT-0-0-9883,Product Analyst,Continental Freight Co.,"San Francisco, CA","$72,000 - $87,900",72000,87900.0,2026-03-19,2026-04-02,https://example-jobboard.test/job/CONT-0-0-9883,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,CONT-0-0-9883,Product Analyst,Continental Freight Co.,"San Francisco, CA","$72,000 - $87,900",72000,87900.0,2026-03-19,2026-04-09,https://example-jobboard.test/job/CONT-0-0-9883,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,CONT-1-0-5033,Business Analyst,Continental Freight Co.,"St. Louis, MO","$57,000 - $61,200",57000,61200.0,2026-03-25,2026-03-25,https://example-jobboard.test/job/CONT-1-0-5033,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,CONT-1-0-5033,Business Analyst,Continental Freight Co.,"St. Louis, MO","$57,000 - $61,200",57000,61200.0,2026-03-25,2026-03-29,https://example-jobboard.test/job/CONT-1-0-5033,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,LAKE-0-0-8491,Business Systems Analyst,Lakeside Health Systems,"Chicago, IL","$61,000 - $70,800",61000,70800.0,2026-03-29,2026-03-29,https://example-jobboard.test/job/LAKE-0-0-8491,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-0-0-8491,Business Systems Analyst,Lakeside Health Systems,"Chicago, IL","$61,000 - $70,800",61000,70800.0,2026-03-29,2026-04-02,https://example-jobboard.test/job/LAKE-0-0-8491,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-0-0-8491,Business Systems Analyst,Lakeside Health Systems,"Chicago, IL","$61,000 - $70,800",61000,70800.0,2026-03-29,2026-04-06,https://example-jobboard.test/job/LAKE-0-0-8491,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-0-0-8491,Business Systems Analyst,Lakeside Health Systems,"Chicago, IL","$61,000 - $70,800",61000,70800.0,2026-03-29,2026-04-13,https://example-jobboard.test/job/LAKE-0-0-8491,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-0-0-8491,Business Systems Analyst,Lakeside Health Systems,"Chicago, IL","$61,000 - $70,800",61000,70800.0,2026-03-29,2026-04-17,https://example-jobboard.test/job/LAKE-0-0-8491,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-0-0-8491,Business Systems Analyst,Lakeside Health Systems,"Chicago, IL","$61,000 - $70,800",61000,70800.0,2026-03-29,2026-04-21,https://example-jobboard.test/job/LAKE-0-0-8491,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,LAKE-1-0-5956,Junior Business Analyst,Lakeside Health Systems,"New York, NY","$66,000 - $89,600",66000,89600.0,2026-03-26,2026-03-26,https://example-jobboard.test/job/LAKE-1-0-5956,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,LAKE-1-0-5956,Junior Business Analyst,Lakeside Health Systems,"New York, NY","$66,000 - $89,600",66000,89600.0,2026-03-26,2026-04-01,https://example-jobboard.test/job/LAKE-1-0-5956,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,LAKE-1-0-5956,Junior Business Analyst,Lakeside Health Systems,"New York, NY","$66,000 - $89,600",66000,89600.0,2026-03-26,2026-04-05,https://example-jobboard.test/job/LAKE-1-0-5956,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,LAKE-1-0-5956,Junior Business Analyst,Lakeside Health Systems,"New York, NY","$66,000 - $89,600",66000,89600.0,2026-03-26,2026-04-10,https://example-jobboard.test/job/LAKE-1-0-5956,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,LAKE-1-0-5956,Junior Business Analyst,Lakeside Health Systems,"New York, NY","$66,000 - $89,600",66000,89600.0,2026-03-26,2026-04-16,https://example-jobboard.test/job/LAKE-1-0-5956,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-2-0-9004,Senior Business Analyst,Lakeside Health Systems,"San Francisco, CA","$72,000 - $82,700",72000,82700.0,2026-03-22,2026-03-22,https://example-jobboard.test/job/LAKE-2-0-9004,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-2-0-9004,Senior Business Analyst,Lakeside Health Systems,"San Francisco, CA","$72,000 - $82,700",72000,82700.0,2026-03-22,2026-03-26,https://example-jobboard.test/job/LAKE-2-0-9004,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-2-0-9004,Senior Business Analyst,Lakeside Health Systems,"San Francisco, CA","$72,000 - $82,700",72000,82700.0,2026-03-22,2026-03-30,https://example-jobboard.test/job/LAKE-2-0-9004,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-2-0-9004,Senior Business Analyst,Lakeside Health Systems,"San Francisco, CA","$72,000 - $82,700",72000,82700.0,2026-03-22,2026-04-06,https://example-jobboard.test/job/LAKE-2-0-9004,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-2-0-9004,Senior Business Analyst,Lakeside Health Systems,"San Francisco, CA","$72,000 - $82,700",72000,82700.0,2026-03-22,2026-04-12,https://example-jobboard.test/job/LAKE-2-0-9004,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,LAKE-2-0-9004,Senior Business Analyst,Lakeside Health Systems,"San Francisco, CA","$72,000 - $82,700",72000,82700.0,2026-03-22,2026-04-16,https://example-jobboard.test/job/LAKE-2-0-9004,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,LAKE-2-1-6464,Senior Business Analyst,Lakeside Health Systems,"San Francisco, CA","$72,000 - $82,700",72000,82700.0,2026-05-19,2026-05-19,https://example-jobboard.test/job/LAKE-2-1-6464,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,LAKE-2-1-6464,Senior Business Analyst,Lakeside Health Systems,"San Francisco, CA","$72,000 - $82,700",72000,82700.0,2026-05-19,2026-05-25,https://example-jobboard.test/job/LAKE-2-1-6464,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,LAKE-2-1-6464,Senior Business Analyst,Lakeside Health Systems,"San Francisco, CA","$72,000 - $82,700",72000,82700.0,2026-05-19,2026-05-30,https://example-jobboard.test/job/LAKE-2-1-6464,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,GRAN-0-0-8041,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-03-27,2026-03-27,https://example-jobboard.test/job/GRAN-0-0-8041,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,GRAN-0-0-8041,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-03-27,2026-03-31,https://example-jobboard.test/job/GRAN-0-0-8041,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,GRAN-0-0-8041,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-03-27,2026-04-06,https://example-jobboard.test/job/GRAN-0-0-8041,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,GRAN-0-0-8041,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-03-27,2026-04-12,https://example-jobboard.test/job/GRAN-0-0-8041,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,GRAN-0-0-8041,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-03-27,2026-04-16,https://example-jobboard.test/job/GRAN-0-0-8041,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,GRAN-0-0-8041,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-03-27,2026-04-22,https://example-jobboard.test/job/GRAN-0-0-8041,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,GRAN-0-0-8041,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-03-27,2026-04-27,https://example-jobboard.test/job/GRAN-0-0-8041,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,GRAN-0-0-8041,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-03-27,2026-05-02,https://example-jobboard.test/job/GRAN-0-0-8041,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,GRAN-0-1-6794,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-05-09,2026-05-09,https://example-jobboard.test/job/GRAN-0-1-6794,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,GRAN-0-1-6794,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-05-09,2026-05-14,https://example-jobboard.test/job/GRAN-0-1-6794,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,GRAN-0-1-6794,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-05-09,2026-05-19,https://example-jobboard.test/job/GRAN-0-1-6794,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,GRAN-0-1-6794,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-05-09,2026-05-24,https://example-jobboard.test/job/GRAN-0-1-6794,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,GRAN-0-1-6794,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-05-09,2026-05-29,https://example-jobboard.test/job/GRAN-0-1-6794,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,GRAN-0-1-6794,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-05-09,2026-06-05,https://example-jobboard.test/job/GRAN-0-1-6794,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,GRAN-0-1-6794,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-05-09,2026-06-09,https://example-jobboard.test/job/GRAN-0-1-6794,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
remoteok,GRAN-0-1-6794,Product Analyst,Granite Peak Financial,"St. Louis, MO","$55,000 - $188,600",55000,188600.0,2026-05-09,2026-06-14,https://example-jobboard.test/job/GRAN-0-1-6794,"You will own the weekly KPI reporting cycle for the merchandising org, partner directly with category managers to define requirements, build and maintain Power BI dashboards used by 40+ stakeholders, and lead a quarterly deep-dive analysis presented to VP-level leadership. Requires SQL, Power BI or Tableau, and 2+ years in a similar role."
indeed,GRAN-1-0-6000,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-03-26,2026-03-26,https://example-jobboard.test/job/GRAN-1-0-6000,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,GRAN-1-0-6000,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-03-26,2026-03-31,https://example-jobboard.test/job/GRAN-1-0-6000,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,GRAN-1-0-6000,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-03-26,2026-04-04,https://example-jobboard.test/job/GRAN-1-0-6000,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,GRAN-1-0-6000,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-03-26,2026-04-09,https://example-jobboard.test/job/GRAN-1-0-6000,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,GRAN-1-0-6000,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-03-26,2026-04-16,https://example-jobboard.test/job/GRAN-1-0-6000,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,GRAN-1-0-6000,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-03-26,2026-04-22,https://example-jobboard.test/job/GRAN-1-0-6000,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,GRAN-1-0-6000,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-03-26,2026-04-28,https://example-jobboard.test/job/GRAN-1-0-6000,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,GRAN-1-0-6000,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-03-26,2026-05-02,https://example-jobboard.test/job/GRAN-1-0-6000,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,GRAN-1-0-6000,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-03-26,2026-05-08,https://example-jobboard.test/job/GRAN-1-0-6000,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
indeed,GRAN-1-0-6000,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-03-26,2026-05-14,https://example-jobboard.test/job/GRAN-1-0-6000,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,GRAN-1-1-9785,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-05-18,2026-05-18,https://example-jobboard.test/job/GRAN-1-1-9785,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,GRAN-1-1-9785,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-05-18,2026-05-22,https://example-jobboard.test/job/GRAN-1-1-9785,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
remoteok,GRAN-1-1-9785,Product Analyst,Granite Peak Financial,"Atlanta, GA","$62,000 - $199,900",62000,199900.0,2026-05-18,2026-05-26,https://example-jobboard.test/job/GRAN-1-1-9785,"Join our team and make an impact. We are looking for talented individuals to help drive our business forward. Great culture, competitive pay."
